episode_name,dialogue,person_scene,filtered_words,stemmed_words,pos_tags,entities
Series 08 Episode 05 – The Focus Attenuation," I’ll check my underpants. I’m so excited, I think I peed.",Amy,"['ill', 'check', 'underpants', 'im', 'excited', 'think', 'peed']","['ill', 'check', 'underp', 'im', 'excit', 'think', 'peed']","[('ill', 'ADJ'), ('check', 'NOUN'), ('underpants', 'NOUN'), ('i', 'PRON'), ('m', 'VERB'), ('excited', 'ADJ'), ('think', 'VERB'), ('peed', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation,Ooh. There’s a cover band in the lounge.,Amy,"['ooh', 'theres', 'cover', 'band', 'lounge']","['ooh', 'there', 'cover', 'band', 'loung']","[('ooh', 'INTJ'), ('there', 'PRON'), ('s', 'VERB'), ('cover', 'NOUN'), ('band', 'NOUN'), ('lounge', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation,But they play Barry Manilow.,Amy,"['play', 'barry', 'manilow']","['play', 'barri', 'manilow']","[('play', 'VERB'), ('barry', 'PROPN'), ('manilow', 'PROPN')]",[]
Series 08 Episode 05 – The Focus Attenuation,But they’re called Fairly Manilow.,Amy,"['theyre', 'called', 'fairly', 'manilow']","['theyr', 'call', 'fairli', 'manilow']","[('they', 'PRON'), ('re', 'AUX'), ('called', 'VERB'), ('fairly', 'ADV'), ('manilow', 'ADV')]",[]
Series 08 Episode 05 – The Focus Attenuation,Great.,Amy,['great'],['great'],"[('great', 'ADJ')]",[]
Series 08 Episode 05 – The Focus Attenuation,What if we don’t want to vomit?,Amy,"['dont', 'want', 'vomit']","['dont', 'want', 'vomit']","[('do', 'AUX'), ('nt', 'PART'), ('want', 'VERB'), ('vomit', 'VERB')]",[]
Series 08 Episode 05 – The Focus Attenuation,What?,Amy,[],[],[],[]
Series 08 Episode 05 – The Focus Attenuation,What does that mean?,Amy,['mean'],['mean'],"[('mean', 'VERB')]",[]
Series 08 Episode 05 – The Focus Attenuation,Can you start in the morning?,Amy,"['start', 'morning']","['start', 'morn']","[('start', 'VERB'), ('morning', 'NOUN')]","[('morning', 'TIME')]"
Series 08 Episode 05 – The Focus Attenuation," So, um, now that Penny’s not coming…",Amy,"['um', 'pennys', 'coming…']","['um', 'penni', 'coming…']","[('um', 'INTJ'), ('pennys', 'NOUN'), ('coming', 'VERB'), ('…', 'PUNCT')]",[]
Series 08 Episode 05 – The Focus Attenuation,Okay.,Amy,['okay'],['okay'],"[('okay', 'INTJ')]",[]
Series 08 Episode 05 – The Focus Attenuation," Maybe after this, you’ll be in the mood for some Manilow.",Amy,"['maybe', 'youll', 'mood', 'manilow']","['mayb', 'youll', 'mood', 'manilow']","[('maybe', 'ADV'), ('you', 'PRON'), ('ll', 'AUX'), ('mood', 'VERB'), ('manilow', 'ADJ')]",[]
Series 08 Episode 05 – The Focus Attenuation," Look at us out, while Penny’s in the room studying.",Amy,"['look', 'us', 'pennys', 'room', 'studying']","['look', 'us', 'penni', 'room', 'studi']","[('look', 'VERB'), ('us', 'PRON'), ('pennys', 'NOUN'), ('room', 'NOUN'), ('studying', 'VERB')]",[]
Series 08 Episode 05 – The Focus Attenuation,It is. But enough about Penny. Let’s talk about us. We’re looking good.,Amy,"['enough', 'penny', 'lets', 'talk', 'us', 'looking', 'good']","['enough', 'penni', 'let', 'talk', 'us', 'look', 'good']","[('enough', 'ADJ'), ('penny', 'NOUN'), ('lets', 'NOUN'), ('talk', 'VERB'), ('us', 'PRON'), ('looking', 'VERB'), ('good', 'ADJ')]",[]
Series 08 Episode 05 – The Focus Attenuation," Better than good. I mean, look at you. Your body’s bangin’.",Amy,"['better', 'good', 'mean', 'look', 'bodys', 'bangin']","['better', 'good', 'mean', 'look', 'bodi', 'bangin']","[('better', 'ADV'), ('good', 'ADJ'), ('mean', 'ADJ'), ('look', 'VERB'), ('bodys', 'ADJ'), ('bangin', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," Don’t Amy me. We’re always talking about how hot Penny is. Come on, scientist to scientist, how big are those Hadron Colliders?",Amy,"['dont', 'amy', 'always', 'talking', 'hot', 'penny', 'come', 'scientist', 'scientist', 'big', 'hadron', 'colliders']","['dont', 'ami', 'alway', 'talk', 'hot', 'penni', 'come', 'scientist', 'scientist', 'big', 'hadron', 'collid']","[('do', 'AUX'), ('nt', 'PART'), ('amy', 'ADV'), ('always', 'ADV'), ('talking', 'VERB'), ('hot', 'ADJ'), ('penny', 'NOUN'), ('come', 'PROPN'), ('scientist', 'PROPN'), ('scientist', 'PROPN'), ('big', 'PROPN'), ('hadron', 'PROPN'), ('colliders', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," Oh, don’t be embarrassed. I’ll show you the divot in my spine.",Amy,"['oh', 'dont', 'embarrassed', 'ill', 'show', 'divot', 'spine']","['oh', 'dont', 'embarrass', 'ill', 'show', 'divot', 'spine']","[('oh', 'INTJ'), ('do', 'AUX'), ('nt', 'PART'), ('embarrassed', 'VERB'), ('ill', 'ADJ'), ('show', 'NOUN'), ('divot', 'NOUN'), ('spine', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," No, no, it’s okay. I was born with it. If you put a double-A battery in there, it makes my leg kick.",Amy,"['okay', 'born', 'put', 'doublea', 'battery', 'makes', 'leg', 'kick']","['okay', 'born', 'put', 'doublea', 'batteri', 'make', 'leg', 'kick']","[('okay', 'INTJ'), ('born', 'VERB'), ('put', 'VERB'), ('doublea', 'NOUN'), ('battery', 'NOUN'), ('makes', 'VERB'), ('leg', 'NOUN'), ('kick', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation,We had a complaint about somebody pooping on a party in there.,Amy,"['complaint', 'somebody', 'pooping', 'party']","['complaint', 'somebodi', 'poop', 'parti']","[('complaint', 'VERB'), ('somebody', 'PRON'), ('pooping', 'VERB'), ('party', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation,Why’d you tell her? It was working.,Amy,"['whyd', 'tell', 'working']","['whyd', 'tell', 'work']","[('why', 'SCONJ'), ('d', 'NOUN'), ('tell', 'NOUN'), ('working', 'VERB')]",[]
Series 08 Episode 05 – The Focus Attenuation,We’re having the best time.,Amy,"['best', 'time']","['best', 'time']","[('best', 'ADJ'), ('time', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," Hey, Penny, hey, let’s go. We found a place that has Australian male strippers.",Amy,"['hey', 'penny', 'hey', 'lets', 'go', 'found', 'place', 'australian', 'male', 'strippers']","['hey', 'penni', 'hey', 'let', 'go', 'found', 'place', 'australian', 'male', 'stripper']","[('hey', 'INTJ'), ('penny', 'NOUN'), ('hey', 'INTJ'), ('lets', 'AUX'), ('go', 'VERB'), ('found', 'VERB'), ('place', 'NOUN'), ('australian', 'ADJ'), ('male', 'ADJ'), ('strippers', 'NOUN')]","[('australian', 'NORP')]"
Series 08 Episode 05 – The Focus Attenuation,Can you believe this nerd?,Amy,"['believe', 'nerd']","['believ', 'nerd']","[('believe', 'VERB'), ('nerd', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," Okay, okay, this is obviously very important to her. Let’s just, we’ll help her study so she can get done quicker. Here, here, I’m gonna quiz you. I’m gonna quiz you. I got your notes. I got your notes. I got your notes. If you want these, they’re gonna be at the strip club.",Amy,"['okay', 'okay', 'obviously', 'important', 'lets', 'well', 'help', 'study', 'get', 'done', 'quicker', 'im', 'gon', 'na', 'quiz', 'im', 'gon', 'na', 'quiz', 'got', 'notes', 'got', 'notes', 'got', 'notes', 'want', 'theyre', 'gon', 'na', 'strip', 'club']","['okay', 'okay', 'obvious', 'import', 'let', 'well', 'help', 'studi', 'get', 'done', 'quicker', 'im', 'gon', 'na', 'quiz', 'im', 'gon', 'na', 'quiz', 'got', 'note', 'got', 'note', 'got', 'note', 'want', 'theyr', 'gon', 'na', 'strip', 'club']","[('okay', 'INTJ'), ('okay', 'INTJ'), ('obviously', 'ADV'), ('important', 'ADJ'), ('lets', 'NOUN'), ('well', 'ADV'), ('help', 'VERB'), ('study', 'VERB'), ('get', 'AUX'), ('done', 'VERB'), ('quicker', 'ADJ'), ('i', 'PRON'), ('m', 'AUX'), ('gon', 'VERB'), ('na', 'ADP'), ('quiz', 'NOUN'), ('i', 'PRON'), ('m', 'AUX'), ('gon', 'VERB'), ('na', 'ADP'), ('quiz', 'NOUN'), ('got', 'VERB'), ('notes', 'NOUN'), ('got', 'VERB'), ('notes', 'NOUN'), ('got', 'VERB'), ('notes', 'NOUN'), ('want', 'VERB'), ('they', 'PRON'), ('re', 'AUX'), ('gon', 'VERB'), ('na', 'PART'), ('strip', 'VERB'), ('club', 'NOUN')]",[]
Series 08 Episode 05 – The Focus Attenuation," We had some pretty hot corpses in my anatomy class, but none of them moved like that.",Amy,"['pretty', 'hot', 'corpses', 'anatomy', 'class', 'none', 'moved', 'like']","['pretti', 'hot', 'corps', 'anatomi', 'class', 'none', 'move', 'like']","[('pretty', 'ADV'), ('hot', 'ADJ'), ('corpses', 'NOUN'), ('anatomy', 'NOUN'), ('class', 'NOUN'), ('none', 'NOUN'), ('moved', 'VERB'), ('like', 'ADP')]",[]
Series 08 Episode 05 – The Focus Attenuation,Okay.,Amy,['okay'],['okay'],"[('okay', 'INTJ')]",[]
Series 08 Episode 06 – The Expedition Approximation," You know when you bend over, I can see down your shirt?",Amy,"['know', 'bend', 'see', 'shirt']","['know', 'bend', 'see', 'shirt']","[('know', 'VERB'), ('bend', 'VERB'), ('see', 'INTJ'), ('shirt', 'NOUN')]",[]
Series 08 Episode 06 – The Expedition Approximation," Most universities have them. When I was an undergrad, I spent three days in one pledging a sorority.",Amy,"['universities', 'undergrad', 'spent', 'three', 'days', 'one', 'pledging', 'sorority']","['univers', 'undergrad', 'spent', 'three', 'day', 'one', 'pledg', 'soror']","[('universities', 'NOUN'), ('undergrad', 'NOUN'), ('spent', 'VERB'), ('three', 'NUM'), ('days', 'NOUN'), ('one', 'NUM'), ('pledging', 'VERB'), ('sorority', 'NOUN')]","[('three days', 'DATE'), ('one', 'CARDINAL')]"
Series 08 Episode 06 – The Expedition Approximation,No. They forgot I was there. But it really opened up my pores.,Amy,"['forgot', 'really', 'opened', 'pores']","['forgot', 'realli', 'open', 'pore']","[('forgot', 'VERB'), ('really', 'ADV'), ('opened', 'VERB'), ('pores', 'NOUN')]",[]
Series 08 Episode 06 – The Expedition Approximation,Save you first; come back for Raj only if there’s time.,Amy,"['save', 'first', 'come', 'back', 'raj', 'theres', 'time']","['save', 'first', 'come', 'back', 'raj', 'there', 'time']","[('save', 'VERB'), ('first', 'ADV'), ('come', 'VERB'), ('back', 'ADV'), ('raj', 'ADV'), ('there', 'PRON'), ('s', 'VERB'), ('time', 'NOUN')]","[('first', 'ORDINAL')]"
Series 08 Episode 06 – The Expedition Approximation," Sheldon, I’m really impressed you’re willing to try this.",Amy,"['sheldon', 'im', 'really', 'impressed', 'youre', 'willing', 'try']","['sheldon', 'im', 'realli', 'impress', 'your', 'will', 'tri']","[('sheldon', 'PROPN'), ('i', 'PRON'), ('m', 'VERB'), ('really', 'ADV'), ('impressed', 'ADJ'), ('you', 'PRON'), ('re', 'VERB'), ('willing', 'ADJ'), ('try', 'VERB')]","[('sheldon', 'PERSON')]"
Series 08 Episode 06 – The Expedition Approximation,I’m going to the vending machine. Do you want anything?,Amy,"['im', 'going', 'vending', 'machine', 'want', 'anything']","['im', 'go', 'vend', 'machin', 'want', 'anyth']","[('i', 'PRON'), ('m', 'AUX'), ('going', 'AUX'), ('vending', 'VERB'), ('machine', 'NOUN'), ('want', 'VERB'), ('anything', 'PRON')]",[]
Series 08 Episode 06 – The Expedition Approximation," Okay, just checking.",Amy,"['okay', 'checking']","['okay', 'check']","[('okay', 'INTJ'), ('checking', 'VERB')]",[]
Series 08 Episode 06 – The Expedition Approximation,Anything else?,Amy,"['anything', 'else']","['anyth', 'els']","[('anything', 'PRON'), ('else', 'ADV')]",[]
Series 08 Episode 06 – The Expedition Approximation," Sheldon, is everything okay?",Amy,"['sheldon', 'everything', 'okay']","['sheldon', 'everyth', 'okay']","[('sheldon', 'VERB'), ('everything', 'PRON'), ('okay', 'ADJ')]",[]
Series 08 Episode 06 – The Expedition Approximation,11 minutes. That’s longer than I thought.,Amy,"['11', 'minutes', 'thats', 'longer', 'thought']","['11', 'minut', 'that', 'longer', 'thought']","[('11', 'NUM'), ('minutes', 'NOUN'), ('that', 'PRON'), ('s', 'VERB'), ('longer', 'ADV'), ('thought', 'VERB')]","[('11 minutes', 'TIME')]"
Series 08 Episode 06 – The Expedition Approximation,Do you really need me to transcribe this?,Amy,"['really', 'need', 'transcribe']","['realli', 'need', 'transcrib']","[('really', 'ADV'), ('need', 'VERB'), ('transcribe', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I’m studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame.,Amy,"['im', 'studying', 'onecelled', 'organisms', 'try', 'find', 'neurochemicals', 'lead', 'feeling', 'shame']","['im', 'studi', 'onecel', 'organ', 'tri', 'find', 'neurochem', 'lead', 'feel', 'shame']","[('i', 'PRON'), ('m', 'AUX'), ('studying', 'VERB'), ('onecelled', 'VERB'), ('organisms', 'NOUN'), ('try', 'VERB'), ('find', 'VERB'), ('neurochemicals', 'NOUN'), ('lead', 'VERB'), ('feeling', 'VERB'), ('shame', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I think it’s awful.,Amy,"['think', 'awful']","['think', 'aw']","[('think', 'VERB'), ('awful', 'ADJ')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Bernadette is a successful microbiologist. She should be celebrated for her achievements, not her looks. I mean, what kind of message does that send?",Amy,"['bernadette', 'successful', 'microbiologist', 'celebrated', 'achievements', 'looks', 'mean', 'kind', 'message', 'send']","['bernadett', 'success', 'microbiologist', 'celebr', 'achiev', 'look', 'mean', 'kind', 'messag', 'send']","[('bernadette', 'PROPN'), ('successful', 'ADJ'), ('microbiologist', 'ADJ'), ('celebrated', 'VERB'), ('achievements', 'NOUN'), ('looks', 'VERB'), ('mean', 'ADJ'), ('kind', 'ADJ'), ('message', 'NOUN'), ('send', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I just don’t think a professional woman should have to flaunt her sexuality in order to get ahead.,Amy,"['dont', 'think', 'professional', 'woman', 'flaunt', 'sexuality', 'order', 'get', 'ahead']","['dont', 'think', 'profession', 'woman', 'flaunt', 'sexual', 'order', 'get', 'ahead']","[('do', 'AUX'), ('nt', 'PART'), ('think', 'VERB'), ('professional', 'ADJ'), ('woman', 'NOUN'), ('flaunt', 'VERB'), ('sexuality', 'NOUN'), ('order', 'NOUN'), ('get', 'VERB'), ('ahead', 'ADV')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Maybe it’s different in the world of sales, but it’s already hard enough for women to be taken seriously in science.",Amy,"['maybe', 'different', 'world', 'sales', 'already', 'hard', 'enough', 'women', 'taken', 'seriously', 'science']","['mayb', 'differ', 'world', 'sale', 'alreadi', 'hard', 'enough', 'women', 'taken', 'serious', 'scienc']","[('maybe', 'ADV'), ('different', 'ADJ'), ('world', 'NOUN'), ('sales', 'NOUN'), ('already', 'ADV'), ('hard', 'ADV'), ('enough', 'ADJ'), ('women', 'NOUN'), ('taken', 'VERB'), ('seriously', 'ADV'), ('science', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," So, how was work today?",Amy,"['work', 'today']","['work', 'today']","[('work', 'NOUN'), ('today', 'NOUN')]","[('today', 'DATE')]"
Series 08 Episode 07 – The Misinterpretation Agitation,What happened?,Amy,['happened'],['happen'],"[('happened', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Well, I’m really sorry, but I think it’s for the best. You want people focusing on your achievements, not staring at your breasts in some magazine.",Amy,"['well', 'im', 'really', 'sorry', 'think', 'best', 'want', 'people', 'focusing', 'achievements', 'staring', 'breasts', 'magazine']","['well', 'im', 'realli', 'sorri', 'think', 'best', 'want', 'peopl', 'focus', 'achiev', 'stare', 'breast', 'magazin']","[('well', 'INTJ'), ('i', 'PRON'), ('m', 'VERB'), ('really', 'ADV'), ('sorry', 'ADJ'), ('think', 'VERB'), ('best', 'ADV'), ('want', 'VERB'), ('people', 'NOUN'), ('focusing', 'VERB'), ('achievements', 'NOUN'), ('staring', 'VERB'), ('breasts', 'NOUN'), ('magazine', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Sorry, it’s just we’re, we were talking about them. So, look, I, I wasn’t going to say anything, but since you seem to be okay with the article being canceled, I have a little confession. I’m the reason it was pulled.",Amy,"['sorry', 'talking', 'look', 'wasnt', 'going', 'say', 'anything', 'since', 'seem', 'okay', 'article', 'canceled', 'little', 'confession', 'im', 'reason', 'pulled']","['sorri', 'talk', 'look', 'wasnt', 'go', 'say', 'anyth', 'sinc', 'seem', 'okay', 'articl', 'cancel', 'littl', 'confess', 'im', 'reason', 'pull']","[('sorry', 'INTJ'), ('talking', 'VERB'), ('look', 'NOUN'), ('was', 'AUX'), ('nt', 'PART'), ('going', 'VERB'), ('say', 'VERB'), ('anything', 'PRON'), ('since', 'SCONJ'), ('seem', 'VERB'), ('okay', 'ADJ'), ('article', 'NOUN'), ('canceled', 'VERB'), ('little', 'ADJ'), ('confession', 'NOUN'), ('i', 'PRON'), ('m', 'VERB'), ('reason', 'NOUN'), ('pulled', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I sent the editors of the magazine a pretty scathing e-mail.,Amy,"['sent', 'editors', 'magazine', 'pretty', 'scathing', 'email']","['sent', 'editor', 'magazin', 'pretti', 'scath', 'email']","[('sent', 'VERB'), ('editors', 'NOUN'), ('magazine', 'NOUN'), ('pretty', 'ADV'), ('scathing', 'ADJ'), ('email', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," I simply pointed out that they would never consider doing an article ranking male scientists on their sexuality, let alone showing them in various stages of undress.",Amy,"['simply', 'pointed', 'would', 'never', 'consider', 'article', 'ranking', 'male', 'scientists', 'sexuality', 'let', 'alone', 'showing', 'various', 'stages', 'undress']","['simpli', 'point', 'would', 'never', 'consid', 'articl', 'rank', 'male', 'scientist', 'sexual', 'let', 'alon', 'show', 'variou', 'stage', 'undress']","[('simply', 'ADV'), ('pointed', 'VERB'), ('would', 'AUX'), ('never', 'ADV'), ('consider', 'VERB'), ('article', 'NOUN'), ('ranking', 'VERB'), ('male', 'ADJ'), ('scientists', 'NOUN'), ('sexuality', 'NOUN'), ('let', 'VERB'), ('alone', 'ADV'), ('showing', 'VERB'), ('various', 'ADJ'), ('stages', 'NOUN'), ('undress', 'ADV')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Well, it doesn’t make a difference, because they agreed it was in bad taste, and now you agree, so Amy saves the day.",Amy,"['well', 'doesnt', 'make', 'difference', 'agreed', 'bad', 'taste', 'agree', 'amy', 'saves', 'day']","['well', 'doesnt', 'make', 'differ', 'agre', 'bad', 'tast', 'agre', 'ami', 'save', 'day']","[('well', 'INTJ'), ('does', 'AUX'), ('nt', 'PART'), ('make', 'VERB'), ('difference', 'NOUN'), ('agreed', 'VERB'), ('bad', 'ADJ'), ('taste', 'NOUN'), ('agree', 'VERB'), ('amy', 'ADV'), ('saves', 'VERB'), ('day', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,But it was bad publicity.,Amy,"['bad', 'publicity']","['bad', 'public']","[('bad', 'ADJ'), ('publicity', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," I disagree. As a female scientist, I think what you do affects all of us.",Amy,"['disagree', 'female', 'scientist', 'think', 'affects', 'us']","['disagre', 'femal', 'scientist', 'think', 'affect', 'us']","[('disagree', 'ADJ'), ('female', 'ADJ'), ('scientist', 'NOUN'), ('think', 'NOUN'), ('affects', 'VERB'), ('us', 'PRON')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,You have a nice night.,Amy,"['nice', 'night']","['nice', 'night']","[('nice', 'ADJ'), ('night', 'NOUN')]","[('nice night', 'TIME')]"
Series 08 Episode 07 – The Misinterpretation Agitation,Nice flowers.,Amy,"['nice', 'flowers']","['nice', 'flower']","[('nice', 'ADJ'), ('flowers', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,Isn’t she lucky?,Amy,"['isnt', 'lucky']","['isnt', 'lucki']","[('is', 'AUX'), ('nt', 'PART'), ('lucky', 'ADJ')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,What’s that?,Amy,['whats'],['what'],"[('what', 'PRON'), ('s', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I guess that’s all anybody wants.,Amy,"['guess', 'thats', 'anybody', 'wants']","['guess', 'that', 'anybodi', 'want']","[('guess', 'VERB'), ('that', 'PRON'), ('s', 'VERB'), ('anybody', 'PRON'), ('wants', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Well, I hope you get it.",Amy,"['well', 'hope', 'get']","['well', 'hope', 'get']","[('well', 'INTJ'), ('hope', 'VERB'), ('get', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,I can’t take these.,Amy,"['cant', 'take']","['cant', 'take']","[('ca', 'AUX'), ('nt', 'PART'), ('take', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,But what about the other girl?,Amy,['girl'],['girl'],"[('girl', 'NOUN')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,We all have a past.,Amy,['past'],['past'],"[('past', 'ADJ')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,That has to wait. This weirdo locked the guys up in his basement.,Amy,"['wait', 'weirdo', 'locked', 'guys', 'basement']","['wait', 'weirdo', 'lock', 'guy', 'basement']","[('wait', 'VERB'), ('weirdo', 'PROPN'), ('locked', 'VERB'), ('guys', 'NOUN'), ('basement', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation," Dr. Lorvis, isn’t there something you want to say?",Amy,"['dr', 'lorvis', 'isnt', 'something', 'want', 'say']","['dr', 'lorvi', 'isnt', 'someth', 'want', 'say']","[('dr', 'PROPN'), ('lorvis', 'PROPN'), ('is', 'AUX'), ('nt', 'PART'), ('something', 'PRON'), ('want', 'VERB'), ('say', 'VERB')]",[]
Series 08 Episode 07 – The Misinterpretation Agitation,Sure.,Amy,['sure'],['sure'],"[('sure', 'ADJ')]",[]
Series 08 Episode 08 – The Prom Equivalency,Hi.,Amy,['hi'],['hi'],"[('hi', 'INTJ')]",[]
Series 08 Episode 08 – The Prom Equivalency,What’s with the clothes?,Amy,"['whats', 'clothes']","['what', 'cloth']","[('what', 'PRON'), ('s', 'VERB'), ('clothes', 'NOUN')]",[]
Series 08 Episode 08 – The Prom Equivalency," I meant why are they folded? But whatever. Ooh, what’s this?",Amy,"['meant', 'folded', 'whatever', 'ooh', 'whats']","['meant', 'fold', 'whatev', 'ooh', 'what']","[('meant', 'VERB'), ('folded', 'VERB'), ('whatever', 'PRON'), ('ooh', 'INTJ'), ('what', 'PRON'), ('s', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency,Easy.,Amy,['easy'],['easi'],"[('easy', 'ADJ')]",[]
Series 08 Episode 08 – The Prom Equivalency," No, but I was on clean-up crew.",Amy,"['cleanup', 'crew']","['cleanup', 'crew']","[('cleanup', 'ADJ'), ('crew', 'NOUN')]",[]
Series 08 Episode 08 – The Prom Equivalency," No, it was okay. The DJ let me dance one slow song with my mop before he shut down. Whenever I see a bucket of dirty water, I still hear Lady in Red.",Amy,"['okay', 'dj', 'let', 'dance', 'one', 'slow', 'song', 'mop', 'shut', 'whenever', 'see', 'bucket', 'dirty', 'water', 'still', 'hear', 'lady', 'red']","['okay', 'dj', 'let', 'danc', 'one', 'slow', 'song', 'mop', 'shut', 'whenev', 'see', 'bucket', 'dirti', 'water', 'still', 'hear', 'ladi', 'red']","[('okay', 'INTJ'), ('dj', 'INTJ'), ('let', 'VERB'), ('dance', 'VERB'), ('one', 'NUM'), ('slow', 'ADJ'), ('song', 'NOUN'), ('mop', 'PROPN'), ('shut', 'PROPN'), ('whenever', 'SCONJ'), ('see', 'VERB'), ('bucket', 'NOUN'), ('dirty', 'ADJ'), ('water', 'NOUN'), ('still', 'ADV'), ('hear', 'VERB'), ('lady', 'NOUN'), ('red', 'NOUN')]","[('one', 'CARDINAL')]"
Series 08 Episode 08 – The Prom Equivalency," Okay, we get it, you had a friend and a date. Stop bragging.",Amy,"['okay', 'get', 'friend', 'date', 'stop', 'bragging']","['okay', 'get', 'friend', 'date', 'stop', 'brag']","[('okay', 'INTJ'), ('get', 'VERB'), ('friend', 'NOUN'), ('date', 'NOUN'), ('stop', 'VERB'), ('bragging', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency,My date would’ve had to clean that up.,Amy,"['date', 'wouldve', 'clean']","['date', 'wouldv', 'clean']","[('date', 'NOUN'), ('would', 'AUX'), ('ve', 'AUX'), ('clean', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency," Oh, that would be so much fun. We could decorate the roof and make the guys wear tuxedos.",Amy,"['oh', 'would', 'much', 'fun', 'could', 'decorate', 'roof', 'make', 'guys', 'wear', 'tuxedos']","['oh', 'would', 'much', 'fun', 'could', 'decor', 'roof', 'make', 'guy', 'wear', 'tuxedo']","[('oh', 'INTJ'), ('would', 'AUX'), ('much', 'ADV'), ('fun', 'NOUN'), ('could', 'AUX'), ('decorate', 'VERB'), ('roof', 'NOUN'), ('make', 'VERB'), ('guys', 'NOUN'), ('wear', 'VERB'), ('tuxedos', 'NOUN')]",[]
Series 08 Episode 08 – The Prom Equivalency,You went to seven proms?,Amy,"['went', 'seven', 'proms']","['went', 'seven', 'prom']","[('went', 'VERB'), ('seven', 'NUM'), ('proms', 'NOUN')]","[('seven', 'CARDINAL')]"
Series 08 Episode 08 – The Prom Equivalency," Sheldon, you look so handsome.",Amy,"['sheldon', 'look', 'handsome']","['sheldon', 'look', 'handsom']","[('sheldon', 'PROPN'), ('look', 'VERB'), ('handsome', 'ADJ')]","[('sheldon', 'PERSON')]"
Series 08 Episode 08 – The Prom Equivalency,What’s that?,Amy,['whats'],['what'],"[('what', 'PRON'), ('s', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency,Where are you going?,Amy,['going'],['go'],"[('going', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency," Sheldon, can I come in?",Amy,"['sheldon', 'come']","['sheldon', 'come']","[('sheldon', 'PROPN'), ('come', 'VERB')]","[('sheldon come', 'PERSON')]"
Series 08 Episode 08 – The Prom Equivalency,Why not?,Amy,[],[],[],[]
Series 08 Episode 08 – The Prom Equivalency,You’re making me worry. What’s going on?,Amy,"['youre', 'making', 'worry', 'whats', 'going']","['your', 'make', 'worri', 'what', 'go']","[('you', 'PRON'), ('re', 'AUX'), ('making', 'VERB'), ('worry', 'NOUN'), ('what', 'PRON'), ('s', 'AUX'), ('going', 'VERB')]",[]
Series 08 Episode 08 – The Prom Equivalency,What pressure? All I said was you look handsome. Can you please open the door?,Amy,"['pressure', 'said', 'look', 'handsome', 'please', 'open', 'door']","['pressur', 'said', 'look', 'handsom', 'pleas', 'open', 'door']","[('pressure', 'NOUN'), ('said', 'VERB'), ('look', 'VERB'), ('handsome', 'ADJ'), ('please', 'INTJ'), ('open', 'ADJ'), ('door', 'NOUN')]",[]
